time,seconds_elapsed,z,y,x,sensor,activity,file_source
1761307734663963400,0.22696337890625,-2.087770462036133,0.7874550819396973,-2.4467592239379883,accelerometer,Walking,Accelerometer_1.csv
1761307734680761900,0.243761962890625,-2.258540153503418,1.8225226402282717,-3.780861854553223,accelerometer,Walking,Accelerometer_1.csv
1761307734697602000,0.26060205078125,-2.0402488708496094,2.239065647125244,-4.615991592407227,accelerometer,Walking,Accelerometer_1.csv
1761307734714411800,0.277411865234375,-1.2173194885253906,0.9735281467437744,-3.793093204498291,accelerometer,Walking,Accelerometer_1.csv
1761307734731231000,0.29423095703125,-1.0118865966796875,0.0621170997619628,-2.913395881652832,accelerometer,Walking,Accelerometer_1.csv
1761307734748047400,0.31104736328125,-1.000868797302246,-0.3340401649475097,-2.735238790512085,accelerometer,Walking,Accelerometer_1.csv
1761307734764878300,0.32787841796875,-0.916290283203125,-1.5658891201019287,-1.4330716133117676,accelerometer,Walking,Accelerometer_1.csv
1761307734781697000,0.344697021484375,-1.0384483337402344,-2.262909173965454,-1.0197269916534424,accelerometer,Walking,Accelerometer_1.csv
1761307734798518300,0.361518310546875,0.0830097198486328,-1.3815845251083374,-1.767549991607666,accelerometer,Walking,Accelerometer_1.csv
1761307734815340300,0.37834033203125,0.6026201248168945,-0.878727376461029,-3.1015894412994385,accelerometer,Walking,Accelerometer_1.csv
1761307734832161500,0.39516162109375,1.2825298309326172,-0.9631551504135132,-1.7941389083862305,accelerometer,Walking,Accelerometer_1.csv
1761307734849000200,0.412000244140625,1.2892861366271973,-2.2278432846069336,-1.1948490142822266,accelerometer,Walking,Accelerometer_1.csv
1761307734865802200,0.42880224609375,0.2534074783325195,-2.2000279426574707,-1.1522274017333984,accelerometer,Walking,Accelerometer_1.csv
1761307734882636500,0.445636474609375,-0.4425930976867676,-1.579073429107666,-1.8863043785095213,accelerometer,Walking,Accelerometer_1.csv
1761307734899465500,0.462465576171875,-0.5488481521606445,-1.390896201133728,-2.126927375793457,accelerometer,Walking,Accelerometer_1.csv
1761307734916283400,0.479283447265625,-0.5914764404296875,-1.286046266555786,-2.0897703170776367,accelerometer,Walking,Accelerometer_1.csv
1761307734933104000,0.496104248046875,-0.4091525077819824,-1.3667751550674438,-1.9165711402893064,accelerometer,Walking,Accelerometer_1.csv
1761307734949933300,0.512933349609375,0.0830488204956054,-1.9815595149993896,-1.3056316375732422,accelerometer,Walking,Accelerometer_1.csv
1761307734966741500,0.529741455078125,0.9813694953918456,-2.162324905395508,-1.2549500465393066,accelerometer,Walking,Accelerometer_1.csv
1761307734983543600,0.54654345703125,1.5243430137634275,-2.163293838500977,-1.653177261352539,accelerometer,Walking,Accelerometer_1.csv
1761307735000386000,0.563385986328125,1.5243663787841797,-2.131246566772461,-2.005474090576172,accelerometer,Walking,Accelerometer_1.csv
1761307735017223700,0.5802236328125,1.4022340774536133,-1.890419006347656,-2.296193122863769,accelerometer,Walking,Accelerometer_1.csv
1761307735034014000,0.597013916015625,1.0975923538208008,-1.740830898284912,-2.359612464904785,accelerometer,Walking,Accelerometer_1.csv
1761307735050859800,0.61385986328125,0.7902894020080566,-1.6351115703582764,-2.335150718688965,accelerometer,Walking,Accelerometer_1.csv
1761307735067643100,0.63064306640625,1.0763425827026367,-1.6447670459747314,-1.4013710021972656,accelerometer,Walking,Accelerometer_1.csv
1761307735084482300,0.647482421875,1.4511606693267822,-1.7213623523712158,-0.4846029281616211,accelerometer,Walking,Accelerometer_1.csv
1761307735101310000,0.66431005859375,1.8105249404907229,-1.4135514497756958,0.1209602355957031,accelerometer,Walking,Accelerometer_1.csv
1761307735118128000,0.681128173828125,1.6558687686920166,-0.8210103511810303,0.023202896118164,accelerometer,Walking,Accelerometer_1.csv
1761307735134949600,0.69794970703125,1.4633793830871582,-0.2411537170410156,-0.3348712921142578,accelerometer,Walking,Accelerometer_1.csv
1761307735151751000,0.7147509765625,1.4241113662719729,0.0950138568878173,-0.3373670578002929,accelerometer,Walking,Accelerometer_1.csv
1761307735168610300,0.7316103515625,1.7937493324279783,0.347933292388916,-0.089482307434082,accelerometer,Walking,Accelerometer_1.csv
1761307735185414000,0.748413818359375,2.3159172534942627,0.575661301612854,0.1653261184692382,accelerometer,Walking,Accelerometer_1.csv
1761307735202249500,0.76524951171875,2.517189741134644,0.7142870426177979,0.3129510879516601,accelerometer,Walking,Accelerometer_1.csv
1761307735219069700,0.782069580078125,2.7001585960388184,1.121976613998413,0.2720479965209961,accelerometer,Walking,Accelerometer_1.csv
1761307735235877600,0.798877685546875,2.747921943664551,1.1890301704406738,0.6266012191772461,accelerometer,Walking,Accelerometer_1.csv
1761307735252700700,0.81570068359375,2.6838550567626958,1.4609663486480713,0.8839302062988281,accelerometer,Walking,Accelerometer_1.csv
1761307735269522000,0.83252197265625,2.6868679523468018,1.854299068450928,1.0113143920898438,accelerometer,Walking,Accelerometer_1.csv
1761307735286331600,0.84933154296875,2.818798542022705,2.2851078510284424,1.084050178527832,accelerometer,Walking,Accelerometer_1.csv
1761307735303165400,0.86616552734375,3.104611396789551,2.577698230743408,1.5405817031860352,accelerometer,Walking,Accelerometer_1.csv
1761307735319987000,0.882987060546875,3.5700838565826416,2.806014060974121,2.2076282501220703,accelerometer,Walking,Accelerometer_1.csv
